"MATERIAL","INSTALLED","NOM_DIA_MM","LENGTH","condition_overall_score_label","condition_CCTV_score","condition_CCTV_date","condition_CCTV_source","condition_CCTV_app_availability","condition_instability_score","condition_corrosivity_score","condition_age_score","SHAPE_Length"
"CONC",2000,375,173,"2","2","2003","CCTV Footage Review Log South_Latest.xls","no",1,3,1,172.995379083516
"CONC",2002,375,134.88,"1","1","2003","CCTV Footage Review Log South_Latest.xls","no",1,3,1,134.881333062488
"CONC",2002,375,125.44,"1","1","2003","CCTV Footage Review Log South_Latest.xls","no",1,3,1,125.444217773893
"CONC",2002,375,91.99,"1","1","2003","CCTV Footage Review Log South_Latest.xls","no",1,3,1,91.9851175711914
"VC",1910,375,78.25,"3","3","2018","te puna wai","yes",1,1,4,78.254537972543
"CONC",1985,375,67.55,"3","3","2013","te puna wai","yes",1,1,1,67.5468737915355
"VC",1910,375,58.38,"3","3","2013","te puna wai","yes",1,1,4,58.3830804734224
"CONC",2000,375,35.56,"2","2","2003","CCTV Footage Review Log South_Latest.xls","no",1,3,1,35.563987449592
"CU",1965,375,11.65,"3","None","None","None","no",1,3,3,11.6476701911068
"VC",1910,375,10.48,"3","3","2018","te puna wai","yes",1,1,4,10.4773086303876
"CONC",1960,490,45.27,"3","None","None","None","no",5,1,3,45.2693705003009
"CONC",1982,900,124.27,"2","2","2015","te puna wai","no",1,3,2,124.270008369501
"CONC",1960,490,73.37,"3","None","None","None","no",5,1,3,73.3659086938717
"CONC",1998,825,140.96,"1","1","1999","te puna wai","no",1,3,1,140.955938746526
"BRICK",1911,1050,109.78,"4","3","2013","CCTV Footage Review Log South_Latest.xls","no",3,3,4,109.778880107082
"CONC",1985,1050,57.93,"2","2","2008","CCTV Footage Review Log South_Latest.xls","no",1,3,1,57.9274601746845
"CONC",1912,910,22.26,"3","2","2016","te puna wai","no",5,1,5,22.2576713209371
"CONC",1912,910,8.34,"3","2","2016","te puna wai","no",5,1,5,8.3430826106346
"PE",2021,560,258.81,"2","None","None","None","no",3,3,1,258.807364685908
"PE",2021,560,45.13,"2","None","None","None","no",3,3,1,45.1338517141074
"PE",2021,560,23.71,"2","None","None","None","no",3,3,1,23.7083770065166
"CONC",1972,440,33.99,"2","None","None","CCTV app","yes",1,1,2,33.9908519608124
"CONC",1972,440,32.9,"2","None","None","None","no",1,1,2,32.9045686548874
"CLS",1992,525,20,"2","2","2018","te puna wai","no",1,1,2,20.0032994983843
"CLS",1962,457,10.29,"4","None","None","None","no",1,1,5,10.2888397959474
"CONC",1989,440,7.07,"2","2","2018","te puna wai","no",1,1,1,7.06892836553436
"PE",2012,560,4.62,"1","None","None","None","no",1,1,1,4.61802989315245
"CONC",1968,550,3.43,"3","3","2016","te puna wai","no",1,1,2,3.42619577518747
"MS",2012,500,2.42,"1","None","None","None","no",1,1,1,2.42312602944141
"MS",2012,500,2.3,"1","None","None","None","no",1,1,1,2.29822093959696
"PE",1965,560,1.66,"2","None","None","None","no",1,1,2,1.66036759808882
"MS",2012,500,1.31,"1","None","None","None","no",1,1,1,1.30628367660937
"MS",2012,500,1.28,"1","None","None","None","no",1,1,1,1.28144454182923
"CONC",1971,800,67.76,"3","3","2001","te puna wai","no",1,1,2,67.7582086456968
"CONC",1971,800,58.74,"3","3","2001","te puna wai","no",1,1,2,58.7411191548501
"CONC",1971,800,36.83,"2","2","2010","te puna wai","no",5,1,2,36.827664364267
"CONC",1971,800,59.08,"2","2","2015","te puna wai","no",1,1,2,59.0797559938617
"CONC",1971,800,23.66,"2","2","2015","te puna wai","no",1,1,2,23.6553627376872
"CONC",1971,800,11.23,"2","2","2015","te puna wai","no",1,1,2,11.2253467086632
"CONC",1971,800,36,"3","3","2015","te puna wai","no",1,1,2,35.9952011250653
"CONC",1971,800,27.52,"2","None","None","None","no",1,1,2,27.5181038210589
"CONC",1971,800,57.07,"3","3","2001","te puna wai","no",1,1,2,57.0726148113754
"CONC",1989,440,84.43,"2","2","2018","te puna wai","no",1,3,1,84.4316377522493
"CONC",1989,440,73.47,"2","2","2018","te puna wai","no",1,3,1,73.4738246394545
"CONC",1976,900,4.89,"2","2","2016","te puna wai","no",3,3,2,4.88622453449938
"CONC",1976,900,65.26,"2","2","2016","te puna wai","no",3,3,2,65.2592037464069
"CONC",1976,900,41.81,"2","1","2011","te puna wai","no",3,3,2,41.8112008653181
"CONC",1976,825,89.15,"2","1","2011","te puna wai","no",3,3,2,89.1466251436165
"BRICK",1911,1050,81.96,"3","None","None","None","no",1,1,4,81.9561086774557
"BRICK",1911,1050,43.17,"3","None","None","None","no",1,1,4,43.167740930267
"CONC",1998,825,86.84,"1","1","1999","te puna wai","no",1,3,1,86.843717839499
"BRICK",1911,1050,7.72,"3","2","2013","CCTV Footage Review Log South_Latest.xls","no",1,1,4,7.71932192341591
"CONC",1965,825,105.54,"2","2","2011","te puna wai","no",1,3,2,105.544479814826
"CONC",1946,525,59.85,"3","2","2016","CCTV Footage Review Log South_Latest.xls","no",5,1,3,59.8484794863968
"CONC",1969,450,31.27,"2","None","None","None","no",5,1,2,31.2739740767181
"PE",2011,900,15.89,"1","1","2015","te puna wai","no",3,3,1,15.8874867108826
"CONC",1964,1050,109.38,"2","2","2015","CCTV Footage Review Log South_Latest.xls","no",1,3,2,109.377132924563
"CONC",1964,1050,114.37,"2","2","2015","CCTV Footage Review Log South_Latest.xls","no",1,3,2,114.366151579034
"CONC",1964,1050,16.76,"2","2","2015","CCTV Footage Review Log South_Latest.xls","no",5,3,2,16.7613530305667
"PE",2011,560,228.68,"2","None","None","None","no",5,1,1,228.680826995376
"CONC",2009,450,85.28,"1","None","None","CCTV app","yes",1,1,1,85.2771627238154
"PVC-U",2011,500,224.37,"2","None","None","CCTV app","yes",5,1,1,224.367622632066
"CONC",1998,525,45.37,"1","None","None","None","no",1,3,1,45.3690469581331
"CONC",2014,825,113.02,"1","None","None","None","no",1,3,1,113.019169636165
"CONC",2014,825,107.91,"1","None","None","None","no",1,3,1,107.909911670776
"CONC",2009,450,85.17,"2","None","None","CCTV app","yes",5,1,1,85.1689084173295
"CLS",1965,390,49.99,"4","2","1998","te puna wai","no",1,1,5,49.9892269766328
"VC",1991,225,36.02,"3","3","2010","te puna wai","no",5,3,1,36.0202908535278
"FRP",2017,375,278.51,"1","None","None","None","no",1,3,1,278.508919848202
"CONC",2001,825,60.51,"1","None","None","None","no",1,3,1,60.5083133802747
"CONC",2001,825,42.17,"1","1","1999","te puna wai","no",1,3,1,42.1672095435478
"CONC",2005,825,208.47,"1","None","None","None","no",1,3,1,208.473098672947
"CONC",2005,825,43.85,"1","None","None","None","no",1,3,1,43.8477419313897
"CONC",2005,825,17.32,"1","None","None","None","no",1,3,1,17.3163048727487
"CONC",2012,1050,226.29,"1","None","None","None","no",1,3,1,226.2944120111
"CONC",2012,1050,82.04,"1","None","None","None","no",1,3,1,82.0418982570949
"CONC",2012,1050,99.6,"1","None","None","None","no",1,3,1,99.5971226158977
"CONC",2012,1050,1.31,"1","None","None","None","no",1,3,1,1.30685739470702
"CONC",1964,1050,198.3,"2","2","2019","CCTV Footage Review Log South_Latest.xls","no",5,1,2,198.302636258134
"CONC",1964,1050,183.1,"2","2","2019","CCTV Footage Review Log South_Latest.xls","no",5,1,2,183.102764584081
"CONC",1964,1050,189.8,"2","2","2019","CCTV Footage Review Log South_Latest.xls","no",1,1,2,189.796340225696
"CONC",1964,1050,167.94,"2","2","2019","CCTV Footage Review Log South_Latest.xls","no",5,1,2,167.9446835684
"PE",2017,475,434.53,"2","None","None","None","no",5,1,1,434.525985404858
"PE",2020,450,562,"1","None","None","None","no",1,3,1,562.801575145556
"CONC",1966,450,331.68,"2","None","None","None","no",1,1,2,331.683444262991
"CONC",1966,450,146.3,"2","2","1998","te puna wai","no",1,1,2,146.303809544673
"CONC",1966,450,53.32,"2","None","None","None","no",1,3,2,53.3174497118316
"CONC",1966,450,13.93,"2","None","None","None","no",1,1,2,13.92854002411
"CLS",2003,470,6.16,"1","None","None","None","no",1,3,1,6.15811597464489
"CLS",2002,450,6.03,"1","None","None","None","no",1,1,1,6.03202141307152
"CLS",2005,420,3.36,"1","None","None","None","no",1,3,1,3.35962731012205
"CLS",2005,420,2.29,"1","None","None","None","no",1,3,1,2.2889558540842
"PE",2015,457,1.89,"1","None","None","None","no",1,3,1,1.89258957285637
"CONC",2009,1050,90.79,"2","None","None","CCTV app","yes",5,1,1,90.7904561213937
"CONC",2009,1050,272.76,"1","None","None","CCTV app","yes",1,1,1,272.761203261745
"CONC",2009,1050,171.38,"1","None","None","CCTV app","yes",1,1,1,171.376620275728
"PE",2021,450,61.18,"2","None","None","None","no",5,3,1,61.1841417608017
"PVC-U",1989,400,27.12,"2","None","None","None","no",5,1,1,27.1193431666852
"CONC",1968,470,19.61,"2","None","None","None","no",5,1,2,19.6066555434349
"CLS",1997,550,14.3,"2","2","2011","te puna wai","no",5,1,2,14.2965720659519
"PE",2015,450,8.51,"2","None","None","None","no",5,1,1,8.50760941750658
"CONC",1986,400,7.08,"2","None","None","None","no",5,1,1,7.07608508639058
"CONC",2016,525,4.63,"2","None","None","None","no",5,1,1,4.63004698554084
"CONC",1986,400,3.77,"2","None","None","None","no",5,1,1,3.77250108649898
"CONC",2010,400,102.93,"2","2","2018","CCTV Footage Review Log South_Latest.xls","yes",3,3,1,102.926401375228
"PE",2012,450,598.42,"3","3","2017","CCTV Footage Review Log South_Latest.xls","no",1,3,1,598.424500368418
"PE",2012,450,475.51,"2","2","2017","CCTV Footage Review Log South_Latest.xls","no",1,1,1,475.505398087136
"PE",2012,450,224.04,"2","2","2017","CCTV Footage Review Log South_Latest.xls","no",1,3,1,224.04198054235
"PE",2020,400,174.14,"1","None","None","None","no",1,3,1,174.136089354915
"PE",2021,500,167,"1","None","None","None","no",1,3,1,167.665004663222
"PE",2012,450,139.97,"2","2","2017","CCTV Footage Review Log South_Latest.xls","no",1,3,1,139.974234195136
"GRP",2020,500,139.79,"1","None","None","None","no",1,1,1,139.792276229973
"PE",2013,560,125.9,"1","None","None","None","no",1,1,1,125.898305637318
"GRP",2020,500,125,"1","None","None","None","no",1,1,1,125.249101109021
"PE",2013,560,117.89,"1","None","None","None","no",1,1,1,117.894791824253
"GRP",2020,500,112,"1","None","None","None","no",1,1,1,112.481653622334
"CONC",1965,490,91.36,"3","3","2016","te puna wai","no",1,1,2,91.3583912841099
"GRP",2021,428,87.88,"1","None","None","None","no",1,1,1,87.875551652089
"PE",2013,560,86.84,"1","None","None","None","no",1,1,1,86.8352169832741
"PE",2020,400,84.14,"1","None","None","None","no",1,3,1,84.1382666977718
"GRP",2020,500,83,"1","None","None","None","no",1,1,1,83.0486934150851
"GRP",2020,500,80,"1","None","None","None","no",1,1,1,80.1381870727414
"CONC",2013,550,79.28,"1","None","None","None","no",1,1,1,79.2762485090104
"PE",2012,450,79.11,"2","2","2017","CCTV Footage Review Log South_Latest.xls","no",1,3,1,79.1148713432603
"PE",2020,400,63.89,"1","None","None","None","no",1,3,1,63.8905794909536
"PE",2021,500,54.23,"1","None","None","None","no",1,3,1,54.2310820189052
"PE",2020,450,43.03,"1","None","None","None","no",1,3,1,43.0253006391811
"CONC",2013,550,42.69,"1","None","None","None","no",1,1,1,42.6939602576222
"CONC",2012,525,30.34,"1","1","2016","te puna wai","no",1,3,1,30.3446954866852
"CONC",2014,450,27.65,"1","None","None","None","no",1,3,1,27.6458410421811
"CONC",1988,525,11,"1","None","None","None","no",1,1,1,11.0037760175581
"GRP",2020,450,10.96,"1","None","None","None","no",1,1,1,10.9627039154394
"GRP",2020,450,9.42,"1","None","None","None","no",1,1,1,9.41715168405918
"CONC",2018,450,7.25,"1","None","None","None","no",1,1,1,7.2456270715243
"CONC",1992,525,6.73,"1","1","2018","te puna wai","no",1,3,1,6.730884584392
"CLS",2012,550,6.06,"2","2","2016","te puna wai","no",1,3,1,6.05886346625049
"CONC",2018,450,5.31,"1","None","None","None","no",1,3,1,5.30703779365295
"CONC",2010,1050,235.25,"1","1","2018","te puna wai","no",1,3,1,235.252567397396
"CONC",2010,1050,61.11,"1","1","2018","te puna wai","no",1,3,1,61.1063390444607
"CONC",1961,900,34.32,"2","2","2016","CCTV Footage Review Log South_Latest.xls","no",1,3,3,34.3191549969219
"CONC",1961,900,75.27,"2","2","2016","CCTV Footage Review Log South_Latest.xls","no",1,3,3,75.2660739630916
"CONC",1961,900,74.6,"2","2","2016","CCTV Footage Review Log South_Latest.xls","no",1,3,3,74.5978973172814
"CONC",1979,381,93.26,"2","None","None","None","no",5,1,2,93.2556352801131
"CONC",1979,381,87.98,"2","None","None","None","no",5,1,2,87.9836680071156
"CONC",1979,381,80.96,"2","None","None","None","no",5,1,2,80.9629238288673
"CONC",1989,381,74.87,"2","None","None","None","no",5,1,1,74.8698047805898
"CONC",1979,381,61.96,"2","None","None","None","no",5,1,2,61.9620263117489
"CONC",1920,300,16.72,"3","2","2014","te puna wai","no",1,1,5,16.7179794890958
"CONC",1961,300,99.63,"2","None","None","None","no",1,1,3,99.6286900375763
"CONC",1961,600,1.04,"2","2","2016","CCTV Footage Review Log South_Latest.xls","no",1,3,3,1.04333668945205
"CONC",1961,600,46.99,"2","2","2016","CCTV Footage Review Log South_Latest.xls","no",1,3,3,46.9886935897253
"CONC",2014,825,219.09,"1","None","None","None","no",1,3,1,219.091397124027
"CONC",2014,1050,50.79,"1","None","None","None","no",1,3,1,50.7862688968987
"CONC",2014,825,143.94,"1","None","None","None","no",1,3,1,143.938630529185
"CONC",2014,825,33.57,"1","None","None","None","no",1,3,1,33.5688278033034
"CONC",1966,675,4.92,"3","3","2011","CCTV Footage Review Log South_Latest.xls","no",5,1,2,4.92238905778588
"CONC",1965,750,314.19,"3","2","2017","CCTV Footage Review Log South_Latest.xls","no",5,5,2,314.187968793634
"CONC",1965,750,91.37,"3","2","2017","CCTV Footage Review Log South_Latest.xls","no",5,5,2,91.3660881067161
"PE",2021,90,147.15,"2","None","None","None","no",3,3,1,21.4090591401856
"PE",2021,90,147.15,"1","None","None","None","no",1,1,1,125.740666950345
"CONC",1964,675,4.83,"2","2","2015","CCTV Footage Review Log South_Latest.xls","no",1,3,2,4.83258049670304
"CONC",1920,750,65.92,"4","3","2010","te puna wai","no",5,1,5,65.9213358143576
"CLS",1965,910,21.94,"3","2","2011","te puna wai","no",1,1,5,21.93548176942
"CONC",1920,600,60.02,"3","2","2010","te puna wai","no",1,1,5,60.0249447836247
"CONC",1920,600,53.71,"4","3","2010","te puna wai","no",1,1,5,53.7084756866009
"CONC",1920,750,92.84,"4","3","2010","te puna wai","no",1,1,5,92.8360911243498
"CONC",2005,1050,139.04,"2","None","None","None","no",5,1,1,139.038735201894
"CONC",1962,375,91.53,"3","3","2016","te puna wai","yes",5,1,3,91.5257493972968
"CONC",1962,375,89.95,"3","3","2021","CCTV Footage Review Log South_Latest.xls","yes",5,1,3,89.9516046307524
"CONC",1962,375,97.26,"3","2","2021","CCTV Footage Review Log South_Latest.xls","yes",5,1,3,97.2611607272472
"CONC",1962,375,95.39,"3","2","2021","CCTV Footage Review Log South_Latest.xls","yes",5,1,3,95.3918207142028
"CONC",1962,375,92.02,"3","3","2016","te puna wai","yes",5,1,3,92.0197090656687
"CONC",1962,375,97.09,"3","3","2021","CCTV Footage Review Log South_Latest.xls","yes",5,1,3,97.0853838879489
"CONC",1962,375,79.41,"2","2","2021","CCTV Footage Review Log South_Latest.xls","yes",1,1,3,79.4067905490047
"CONC",1966,675,84.66,"3","3","2011","CCTV Footage Review Log South_Latest.xls","no",5,1,2,84.6571682532076
"CONC",1964,600,117.34,"2","2","2015","CCTV Footage Review Log South_Latest.xls","no",1,3,2,117.337545736869
"CONC",1961,600,72.78,"3","2","2016","CCTV Footage Review Log South_Latest.xls","no",5,1,3,72.7833082537908
"CONC",1961,600,4.62,"3","2","2008","te puna wai","no",5,1,3,4.62082717810945
"CONC",1961,600,88.13,"3","2","2016","CCTV Footage Review Log South_Latest.xls","no",5,3,3,88.1329001078846
"CONC",1961,600,39.43,"2","2","2016","CCTV Footage Review Log South_Latest.xls","no",1,3,3,39.4287534355316
"CONC",1965,635,48.11,"2","2","2011","te puna wai","no",1,3,2,48.1140461576149
"CONC",1965,635,33.28,"2","2","2011","te puna wai","no",1,3,2,33.2808725095856
"CONC",1965,635,71.79,"2","2","2011","te puna wai","no",1,3,2,71.7940970479929
"CONC",1965,635,13.26,"2","2","2011","te puna wai","no",1,3,2,13.2625281396878
"CONC",1965,635,10.01,"2","2","2011","te puna wai","no",1,3,2,10.0057709043873
"CONC",1965,635,70.76,"2","2","2011","te puna wai","no",1,3,2,70.7636349861557
"CONC",1965,635,70.12,"2","2","2011","te puna wai","no",1,3,2,70.1157279336499
"CONC",1989,355,78.61,"3","3","2018","te puna wai","no",1,3,1,78.6093725198165
"PVC-U",1989,300,67.96,"2","2","2018","te puna wai","no",1,3,1,67.9636973919747
"CONC",1961,600,106.17,"2","2","2016","CCTV Footage Review Log South_Latest.xls","no",1,3,3,106.170672257184
"CONC",1961,600,17.06,"2","2","2016","CCTV Footage Review Log South_Latest.xls","no",1,3,3,17.0566625656111
"CONC",1961,600,70.24,"3","2","2016","CCTV Footage Review Log South_Latest.xls","no",5,1,3,70.2414905432052
"CONC",1961,600,75.84,"2","2","2016","CCTV Footage Review Log South_Latest.xls","no",1,3,3,75.8369321388956
"CONC",1965,635,120.76,"2","2","2011","te puna wai","no",5,3,2,120.760209382837
"CONC",1965,635,78.9,"2","2","2011","te puna wai","no",1,3,2,78.9014479370318
"CONC",1966,675,101.22,"2","2","2011","CCTV Footage Review Log South_Latest.xls","no",5,3,2,101.223158465477
"CONC",1966,675,95.53,"2","2","2011","CCTV Footage Review Log South_Latest.xls","no",5,3,2,95.5284411674287
"CONC",1965,635,95.61,"2","2","2011","te puna wai","no",1,3,2,95.6119387601502
"CONC",1965,635,94.25,"2","2","2011","te puna wai","no",1,3,2,94.2529264118556
"CONC",1965,635,115.89,"2","2","2011","te puna wai","no",5,3,2,115.886974184922
"CONC",1964,635,12.61,"2","2","2015","CCTV Footage Review Log South_Latest.xls","no",1,3,2,12.6078762273654
"CONC",1971,635,36,"2","2","2015","te puna wai","no",3,1,2,36.0003645019359
"CONC",1971,635,49.45,"2","2","2015","te puna wai","no",1,1,2,49.4457786280558
"CONC",1971,635,25.26,"2","2","2015","te puna wai","no",1,1,2,25.2556742011973
"CONC",1971,635,23.99,"2","2","2015","te puna wai","no",3,1,2,23.9898848237143
"CONC",1965,635,111.22,"2","2","2011","te puna wai","no",5,3,2,111.220166204799
"CONC",1964,635,62.75,"2","2","2015","CCTV Footage Review Log South_Latest.xls","no",1,3,2,62.7460124031809
"CONC",1962,675,34.36,"2","2","2021","CCTV Footage Review Log South_Latest.xls","yes",1,1,3,34.3569223684083
"CONC",1965,635,52.46,"2","2","2011","te puna wai","no",1,3,2,52.459884471281
"CONC",1965,635,152.28,"2","2","2011","te puna wai","no",5,3,2,152.277473441656
"CONC",1965,635,60.07,"2","2","2011","te puna wai","no",5,3,2,60.0716455696154
"CONC",1965,635,63.8,"2","2","2011","te puna wai","no",1,3,2,63.8049917622541
"PVC-U",1989,300,12.77,"2","2","2018","te puna wai","no",5,3,1,12.7695706216504
"CONC",1962,300,18.65,"3","None","None","None","no",5,1,3,18.6531501989736
"CONC",1965,675,112.2,"2","2","2011","te puna wai","no",1,3,2,112.196352690621
"CONC",1962,675,62.79,"2","2","2021","CCTV Footage Review Log South_Latest.xls","yes",1,1,3,62.7942714801876
"CONC",1962,675,94.88,"2","2","2021","CCTV Footage Review Log South_Latest.xls","yes",1,1,3,94.878513886077
"CONC",1965,825,188.45,"3","3","2016","te puna wai","no",1,1,2,188.449082438092
"CONC",1965,825,13.98,"2","None","None","None","no",1,1,2,13.9790971469124
"CONC",1965,800,41.22,"3","3","2016","te puna wai","no",5,3,2,41.217412215672
"CONC",1989,381,93.44,"1","None","None","None","no",1,3,1,93.4382336408809
"CONC",1965,825,25.84,"2","2","2016","te puna wai","no",1,1,2,25.8379843063047
"CONC",2015,525,53.39,"2","2","2016","te puna wai","no",5,1,1,53.3859889322105
"CONC",1965,635,152.6,"2","None","None","None","no",1,1,2,152.604436631288
"CONC",2005,2100,251.7,"2","None","None","None","no",5,1,1,251.703370807362
"CONC",1965,724,184.75,"3","3","2016","te puna wai","no",5,1,2,184.746707238598
"CONC",1996,600,13.84,"2","2","2018","te puna wai","no",1,1,1,13.842199322051
"PE",2011,600,10.74,"2","None","None","None","no",3,3,1,10.7393141307039
"CONC",1965,724,108.34,"3","3","2016","te puna wai","no",5,1,2,108.343812533204
"CONC",1965,724,37.96,"2","2","2016","te puna wai","no",5,1,2,37.9576415346562
"CLS",2004,675,45.14,"1","None","None","None","no",1,1,1,45.1438612841536
"PE",2005,710,7.65,"1","None","None","None","no",1,1,1,7.65015458723021
"CONC",1965,675,33.19,"2","2","2011","te puna wai","no",5,1,2,33.1893838756612
"CONC",1965,750,125.53,"2","1","2009","te puna wai","no",5,1,2,125.529713660736
"CONC",1971,1200,4.9,"3","None","None","None","no",5,3,2,4.90101620714541
"CONC",1965,750,116.68,"2","2","2009","te puna wai","no",5,1,2,116.676994575156
"CONC",1965,750,102.39,"2","2","2009","te puna wai","no",5,1,2,102.390091495973
"CONC",2010,600,54.5,"2","None","None","CCTV app","yes",3,3,1,54.4982382947356
"CONC",1973,600,5.97,"2","2","2017","CCTV Footage Review Log South_Latest.xls","no",1,1,2,5.96862888440109
"CONC",1962,675,89.76,"2","2","2021","CCTV Footage Review Log South_Latest.xls","yes",1,1,3,89.7592468417901
"CONC",1964,600,43.93,"2","None","None","None","no",1,3,2,43.9341158016521
"CONC",1964,600,147.31,"3","3","2002","te puna wai","no",1,3,2,147.31472131076
"CONC",1962,600,93.71,"2","2","2021","CCTV Footage Review Log South_Latest.xls","yes",1,1,3,93.7052069332167
"CONC",1962,600,89.14,"2","2","2021","CCTV Footage Review Log South_Latest.xls","yes",1,1,3,89.1390823883995
"CONC",1962,600,95.76,"2","2","2021","CCTV Footage Review Log South_Latest.xls","yes",1,1,3,95.7577832237086
"CONC",1964,600,166.84,"2","2","2011","te puna wai","no",1,3,2,166.841399007628
"CONC",1966,600,62.94,"2","2","2018","te puna wai","no",1,1,2,62.9411207696735
"CONC",1964,600,106.79,"2","2","2010","te puna wai","no",5,3,2,106.791647437012
"CONC",1964,600,121.45,"3","3","2002","te puna wai","no",1,3,2,121.450743378794
"CONC",1964,600,103.16,"2","2","2010","te puna wai","no",1,3,2,103.160178139656
"CONC",1964,600,89.33,"3","3","2001","te puna wai","no",1,3,2,89.3268885587321
"CONC",1964,600,79.77,"3","3","2002","te puna wai","no",1,3,2,79.7691844639446
"CONC",1965,600,26.47,"2","2","2004","te puna wai","no",5,1,2,26.4702757331814
"CONC",1966,600,68.92,"3","3","2001","te puna wai","no",1,3,2,68.9156885474159
"CONC",1971,675,168.6,"2","2","2004","te puna wai","no",5,1,2,168.595701790929
"CONC",1971,600,95.52,"2","2","2004","te puna wai","no",5,1,2,95.5223613597855
"CONC",1965,724,34.42,"3","3","2016","te puna wai","no",5,1,2,34.4241970470697
"CONC",1961,675,82.41,"2","2","2017","te puna wai","no",1,3,3,82.4136617222756
"CONC",1965,724,130.51,"3","3","2016","te puna wai","no",5,1,2,130.512030846082
"CONC",1990,724,2.21,"2","2","2016","te puna wai","no",5,1,1,2.20717917929924
"CONC",2005,675,75.42,"1","None","None","None","no",1,3,1,75.4163052383708
"CONC",1965,750,68.82,"2","2","2017","CCTV Footage Review Log South_Latest.xls","no",1,1,2,68.823859615546
"CONC",1989,440,12.34,"1","1","2018","te puna wai","no",1,1,1,12.3422098586928
"CONC",1989,440,4.23,"2","2","2018","te puna wai","no",1,1,1,4.23072514462601
"CONC",2009,630,118.3,"2","1","2010","te puna wai","no",5,1,1,118.295604243097
"CONC",2009,630,125.29,"2","1","2010","te puna wai","no",5,1,1,125.28819716056
"CONC",1913,300,38.31,"3","2","2018","CCTV Footage Review Log South_Latest.xls","no",1,1,5,38.3068117846516
"CONC",1912,675,95.19,"2","2","2017","CCTV Footage Review Log South_Latest.xls","no",1,1,1,95.1874353967272
"CONC",2008,1050,19.9,"1","1","2016","te puna wai","no",1,1,1,19.8964608397146
"CONC",1976,600,32.17,"2","2","2016","te puna wai","no",1,1,2,32.1732179625522
"CONC",1976,600,142.66,"2","2","2016","te puna wai","no",1,1,2,142.662046065116
"CONC",1976,600,74.66,"2","2","2016","te puna wai","no",1,1,2,74.6564922721245
"CONC",1961,675,109.54,"2","2","2018","te puna wai","no",1,3,3,109.536921685382
"BRICK",1927,1500,11.27,"3","None","None","None","no",3,1,3,11.2683429171014
"CLS",2000,470,53.04,"1","None","None","CCTV app","yes",1,1,1,53.0355117905464
"CONC",1940,1800,62.96,"4","None","None","None","no",3,3,4,62.9562405929484
"CONC",1940,1800,54.02,"4","None","None","None","no",3,3,4,54.0211160267989
"CONC",1940,1800,52.86,"4","None","None","None","no",3,3,4,52.8588232208483
"CONC",1940,1800,50.79,"4","None","None","None","no",3,3,4,50.7862669201136
"CONC",1940,1800,46.48,"4","None","None","None","no",3,3,4,46.4836630100369
"CONC",1940,1800,25.62,"4","None","None","None","no",3,3,4,25.6235120906005
"CONC",1940,1800,25.56,"4","None","None","None","no",3,3,4,25.5554417216157
"CONC",1940,1800,14.81,"4","None","None","None","no",3,3,4,14.8109052771636
"CONC",1940,1800,69.4,"4","None","None","None","no",3,3,4,69.4006316291148
"CONC",1920,525,11.88,"3","2","2010","te puna wai","no",1,1,5,11.8788595812354
"CONC",2012,600,116.04,"2","2","2016","te puna wai","no",1,3,1,116.035961748067
"CONC",2012,600,83.48,"2","2","2016","te puna wai","no",1,3,1,83.4773793717061
"CONC",2012,600,48.68,"2","2","2016","te puna wai","no",1,3,1,48.6819982158
"CONC",1970,600,140.31,"2","2","2009","te puna wai","no",5,1,2,140.306491553979
"CONC",1970,600,111.75,"2","2","2007","te puna wai","no",5,1,2,111.752698683348
"CONC",1970,600,71.18,"2","2","2007","te puna wai","no",5,1,2,71.1796382964979
"CONC",1970,600,58.63,"2","2","2007","te puna wai","no",5,1,2,58.6304224555192
"CONC",2005,600,32.03,"2","2","2007","te puna wai","no",5,1,1,32.0344089513504
"CONC",1970,600,66.42,"2","2","2007","te puna wai","no",5,1,2,66.4169535165784
"CONC",1970,600,39.91,"2","1","2010","te puna wai","no",1,3,2,39.9059805966967
NA,2022,0,0,"2","None","None","None","no",5,5,1,12.3442011979788
NA,2022,0,0,"2","None","None","None","no",5,5,1,7.31347166413643
NA,2022,0,0,"2","None","None","None","no",5,5,1,14.7325012848008
NA,2022,0,0,"2","None","None","None","no",5,5,1,16.596078407258
"PE",2011,250,332.22,"2","None","None","None","no",3,3,1,332.221621618515
"PE",2011,200,330.57,"2","None","None","None","no",3,3,1,330.574823294487
"CLS",1965,200,49.98,"4","None","None","None","no",1,1,5,49.9804525791586
"CLS",1965,390,49.96,"4","None","None","None","no",1,1,5,49.9599494807333
NA,NA,0,0,"3","None","None","None","no",1,3,3,5.17484570809207
NA,NA,0,0,"3","None","None","None","no",1,3,3,539.82612343515
NA,NA,0,0,"3","None","None","None","no",1,3,3,19.4282281526448
NA,NA,0,0,"3","None","None","None","no",1,3,3,1516.43078378447
NA,2022,0,0,"1","None","None","None","no",1,1,1,1175.31977393479
NA,2022,0,0,"1","None","None","None","no",1,1,1,2521.79028207678
"PE",2022,500,0,"1","None","None","None","no",1,3,1,17.1489397096077
NA,2022,0,0,"1","None","None","None","no",1,1,1,2.20114888087569
"PE",2022,500,0,"1","None","None","None","no",1,1,1,6.93498309377269
"PP",2022,500,0,"1","None","None","None","no",1,1,1,3.13463752516628
